Header
04/05/2023,20013,14,Brown County,KS,93.9,6689,69.9,6668,74.6,6424,81,5893,82.5,2051,95,6086,63.6,6082,68.1,697,38.9,5877,74.1,5385,75.4,1928,95,3401,55.9,3401,55.9,3363,57.2,3162,58.7,2363,68.7,1482,76.9,1290,54.6,898,60.6,B,6,7,6,7,7,8,Non-metro,6,7,6,7,7,8,8,8,8,7,8,8,8,7,9564,8937,1792,7931,7145,1983,1609,18,1581,19.9,1489,20.8,856,43.2
04/05/2023,41021,14,Gilliam County,OR,97.7,996,52.1,992,54.3,969,58,913,59,390,73.9,890,46.5,888,48.6,62,22.1,871,52.1,826,53.4,361,68.4,553,62.1,553,62.3,549,63,540,65.4,430,73.8,291,80.6,216,50.2,159,54.6,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,8,8,8,8,8,8,8,8,1912,1828,281,1671,1547,528,221,12.1,219,13.1,216,14,139,26.3
04/05/2023,27087,14,Mahnomen County,MN,94.7,4064,73.5,4058,80.4,3875,90.6,3591,95,1211,95,3502,63.4,3500,69.3,368,28.7,3370,78.8,3132,83.1,1119,95,1813,51.8,1813,51.8,1804,53.5,1739,55.5,1292,64.6,797,71.2,744,57.6,524,65.7,D,14,15,13,15,16,16,Non-metro,6,7,5,7,8,8,16,16,16,15,8,8,8,7,5527,5050,1281,4276,3769,954,1080,21.4,1074,25.1,1055,28,566,59.3
04/05/2023,40127,14,Pushmataha County,OK,93.8,4707,42.4,4704,44.9,4627,48.6,4475,51.6,1772,67.6,4144,37.3,4143,39.5,199,11,4083,42.9,3944,45.5,1623,61.9,1836,44.3,1836,44.3,1832,44.9,1816,46,1563,55.2,1025,63.2,594,38,449,43.8,D,13,13,13,13,13,14,Non-metro,5,5,5,5,5,6,15,15,15,14,7,7,7,6,11096,10483,1815,9524,8668,2620,593,5.7,593,6.2,590,6.8,394,15
04/05/2023,27037,14,Dakota County,MN,94.7,336810,78.5,330442,82.3,308083,85.4,282567,87,62718,95,312673,72.9,308716,76.9,45130,58.9,288324,79.9,263586,81.1,59791,94.9,212131,67.8,211866,68.6,204951,71.1,191871,72.8,111284,84.2,54944,91.9,79531,71.5,45058,82,A,3,3,4,3,4,4,Metro,3,3,4,3,4,4,4,4,4,4,4,4,4,4,429021,401596,76630,360860,324966,63011,122044,30.4,117757,32.6,112104,34.5,44412,70.5
04/05/2023,29211,14,Sullivan County,MO,91.3,3128,51.4,3127,54.9,3090,59.6,2956,62.6,1012,80,2720,44.7,2720,47.8,128,13.2,2696,52,2592,54.9,927,73.3,1128,41.5,1128,41.5,1127,41.8,1117,43.1,933,55.1,584,63,402,43.1,317,54.3,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,7,7,7,6,7,7,7,6,6089,5696,971,5188,4725,1265,503,8.8,500,9.6,498,10.5,337,26.6
04/05/2023,37051,14,Cumberland County,NC,96.8,296041,88.2,295268,95,286376,95,269787,95,58696,95,218167,65,217866,70.2,18568,32.2,211837,76.2,199298,78.9,41872,95,54340,24.9,54329,24.9,53900,25.4,52234,26.2,30175,35,15738,37.6,11184,37.1,6693,42.5,D,15,15,14,15,15,16,Metro,3,3,2,3,3,4,13,13,13,13,1,1,1,1,335509,310252,57597,277878,252655,40937,29195,9.4,28889,10.4,28253,11.2,13557,33.1
04/05/2023,24510,14,Baltimore city,MD,98.2,462309,77.9,456650,82,439064,86,412713,87.1,77720,90.2,404251,68.1,400770,72,36946,44.5,386434,75.7,363824,76.8,71851,83.4,223051,55.2,222581,55.5,218417,56.5,210778,57.9,117472,72.5,58271,81.1,70547,60.1,40123,68.9,D,15,15,15,15,15,16,Metro,3,3,3,3,3,4,16,16,16,16,4,4,4,4,593490,556907,83117,510288,473790,86154,119372,21.4,116871,22.9,113651,24,38316,44.5
04/05/2023,25011,14,Franklin County,MA,90,66244,94.4,65629,95,62696,95,58030,95,19046,95,51908,74,51581,76.7,5523,60.9,49375,78.9,46058,79.1,15113,93.2,32731,63.1,32709,63.4,31960,64.7,30438,66.1,20549,73.4,11959,79.1,12877,62.7,8273,69.2,B,7,7,8,7,7,8,Non-metro,7,7,8,7,7,8,8,8,8,7,8,8,8,7,70180,67268,9072,62591,58196,16218,24040,35.7,23485,37.5,22376,38.4,10929,67.4
04/05/2023,29203,14,Shannon County,MO,91.3,2835,34.7,2835,36.8,2802,39.9,2730,42.5,1017,55,2587,31.7,2587,33.5,92,7.1,2563,36.5,2495,38.8,965,52.2,1257,48.6,1257,48.6,1254,48.9,1248,50,1059,60.4,691,71.6,491,46.4,377,54.6,C,9,9,9,9,9,10,Non-metro,5,5,5,5,5,6,11,11,12,11,7,7,8,7,8166,7714,1290,7025,6424,1848,546,7.1,544,7.7,542,8.4,368,19.9
04/05/2023,48259,14,Kendall County,TX,98.9,34695,73.1,34558,76.5,33431,82,31131,85.4,9893,95,30052,63.4,29988,66.4,2862,32.9,29080,71.3,27126,74.4,8776,95,13891,46.2,13890,46.3,13740,47.2,13342,49.2,9771,59.7,5907,67.3,4824,49.4,3294,55.8,A,2,3,2,3,3,4,Metro,2,3,2,3,3,4,3,3,3,3,3,3,3,3,47431,45154,8691,40785,36463,9152,6477,14.3,6388,15.7,6224,17.1,3460,37.8
04/05/2023,36097,14,Schuyler County,NY,97.5,12593,70.7,12531,73.9,12169,77.7,11558,79.7,4056,95,11568,65,11520,67.9,872,35.4,11200,71.6,10648,73.4,3716,95,6589,57,6586,57.2,6512,58.1,6341,59.6,4697,68.4,2815,75.8,2450,52.2,1749,62.1,B,7,7,6,7,7,8,Non-metro,7,7,6,7,7,8,8,8,8,7,8,8,8,7,17807,16968,2465,15652,14503,3910,3088,18.2,3050,19.5,3009,20.7,1896,48.5
04/05/2023,01093,14,Marion County,AL,92.6,13013,43.8,13006,46.2,12900,50.1,12458,52.9,4582,71.7,11149,37.5,11146,39.6,436,9.5,11063,43,10710,45.5,4148,64.9,4445,39.9,4445,39.9,4436,40.1,4400,41.1,3739,52.1,2531,61,1414,37.8,1080,42.7,C,9,9,9,9,9,10,Non-metro,5,5,5,5,5,6,10,11,11,10,6,7,7,6,29709,28137,4598,25745,23539,6389,1342,4.8,1340,5.2,1331,5.7,924,14.5
04/05/2023,23001,14,Androscoggin County,ME,96.2,91078,84.1,90575,88.8,86971,93.8,81530,95,24102,95,79407,73.3,79133,77.6,8161,47.8,75982,82,70972,83.5,19657,95,44989,56.7,44981,56.8,44387,58.4,42767,60.3,28665,72.8,15835,80.6,17088,59.6,11075,69.9,C,11,11,11,12,12,12,Metro,3,3,3,4,4,4,12,12,12,12,4,4,4,4,108277,102040,17076,92707,84964,19666,24368,23.9,24035,25.9,23492,27.6,12482,63.5
04/05/2023,16045,14,Gem County,ID,97.7,8585,47.4,8567,50.2,8446,54.7,8053,57.6,3359,84.3,7534,41.6,7528,44.1,428,13.9,7429,48.1,7100,50.8,3041,76.3,3686,48.9,3686,49,3660,49.3,3594,50.6,3008,59.7,2019,66.4,1636,54.4,1226,60.7,C,9,9,9,9,10,11,Metro,1,1,1,1,2,3,11,11,12,11,3,3,4,3,18112,17064,3085,15448,13979,3986,1929,11.3,1916,12.4,1889,13.5,1252,31.4
04/05/2023,26069,14,Iosco County,MI,94.1,14979,59.6,,,,,,,,,14399,57.3,14379,60,538,17.9,14263,63.8,13841,66.1,6252,82.7,7900,54.9,7898,54.9,7879,55.2,7798,56.3,6737,65,4492,71.8,1933,28.7,1422,31.7,B,6,6,5,6,7,8,Non-metro,6,6,5,6,7,8,8,8,8,7,8,8,8,7,25127,23958,3004,22362,20954,7563,1694,7.1,1681,7.5,1664,7.9,1094,14.5
04/05/2023,48325,14,Medina County,TX,98.9,33851,65.6,33735,69.5,32686,74.2,30399,76.4,8099,92.5,29306,56.8,29285,60.4,2692,30.8,28540,64.7,26593,66.9,7302,83.4,12721,43.4,12719,43.4,12591,44.1,12354,46.5,8829,58.5,4863,66.6,4258,48.2,2675,55,C,10,10,10,10,11,12,Metro,2,2,2,2,3,4,11,11,11,11,3,3,3,3,51584,48507,8732,44079,39775,8757,5347,11,5259,11.9,5151,13,2666,30.4
04/05/2023,22037,14,East Feliciana Parish,LA,96.9,8855,46.3,8843,48.5,8616,50.9,8188,52.1,2564,73,8069,42.2,8064,44.3,566,22.6,7877,46.6,7498,47.7,2456,69.9,4114,51,4114,51,4097,52,4038,53.9,3104,64.8,1815,73.9,1750,56.4,1172,64.6,D,13,13,13,13,13,15,Metro,1,1,1,1,1,3,16,16,16,15,4,4,4,3,19135,18216,2506,16912,15710,3513,1684,9.2,1683,10,1665,10.6,950,27
04/05/2023,05131,14,Sebastian County,AR,92.1,82087,64.2,81886,68.6,79150,73.6,73027,75.2,18921,90.2,67818,53.1,67747,56.8,6880,31.1,65827,61.2,60867,62.7,16211,77.2,28641,42.2,28638,42.3,28415,43.2,27347,44.9,19224,58.6,11029,68,8865,46.1,5910,53.6,D,14,14,14,14,14,15,Metro,2,2,2,2,2,3,15,15,15,15,3,3,3,3,127827,119308,22154,107538,97154,20986,12211,10.2,12107,11.3,11804,12.1,6498,31
04/05/2023,27085,14,McLeod County,MN,94.7,22839,63.6,22704,67.1,21979,71.6,20701,74.7,6734,95,21465,59.8,21400,63.2,1853,30.3,20754,67.6,19547,70.5,6431,93.6,12901,60.1,12899,60.3,12750,61.4,12354,63.2,9071,75.8,5393,83.9,5776,63.7,4019,74.5,A,2,2,2,3,3,4,Non-metro,6,6,6,7,7,8,4,4,4,4,8,8,8,8,35893,33840,6123,30718,27717,6872,6899,20.4,6809,22.2,6639,24,3848,56
04/05/2023,28151,14,Washington County,MS,98.1,26900,61.3,26859,65.7,26102,71.8,24216,74.1,7015,95,23161,52.7,23153,56.6,2094,25.5,22599,62.1,21059,64.4,6492,88.6,9620,41.5,9620,41.5,9584,42.4,9333,44.3,7370,56.5,4280,65.9,2585,35.1,1759,41.1,D,14,14,13,14,14,16,Non-metro,6,6,5,6,6,8,15,15,15,15,7,7,7,7,43909,40901,8225,36376,32676,7324,2357,5.8,2351,6.5,2318,7.1,1388,19
04/05/2023,13167,14,Johnson County,GA,88.8,3988,41.4,3987,43.7,3937,46.4,3785,48.4,1222,68.3,3501,36.3,3501,38.4,162,12.5,3469,40.9,3339,42.7,1125,62.8,1432,40.9,1432,40.9,1431,41.3,1418,42.5,1112,52.9,692,61.5,376,33.8,272,39.3,D,13,13,13,13,13,14,Non-metro,5,5,5,5,5,6,15,15,15,14,7,7,7,6,9643,9121,1294,8485,7827,1790,413,4.5,412,4.9,408,5.2,248,13.9
04/05/2023,45019,14,Charleston County,SC,93,334224,81.2,330714,85.2,316594,88.8,297727,89.8,74036,95,283192,68.8,280995,72.4,28120,49.7,269141,75.4,252875,76.3,65380,93.6,141200,49.9,140914,50.1,138133,51.3,132734,52.5,82480,65.1,48652,74.4,42866,52,29134,59.9,B,7,7,7,7,7,8,Metro,3,3,3,3,3,4,7,8,8,7,3,4,4,3,411406,387944,56553,356715,331391,69826,61922,16,60566,17,58667,17.7,28379,40.6
04/05/2023,17139,14,Moultrie County,IL,97.8,6962,48,6942,51.1,6801,55.9,6467,59.7,2452,87.2,6565,45.3,6551,48.3,420,15.4,6432,52.9,6131,56.6,2327,82.7,3759,57.3,3759,57.4,3742,58.2,3669,59.8,2861,71.3,1881,80.8,1515,53,1143,60.8,B,5,5,5,6,6,8,Non-metro,5,5,5,6,6,8,8,8,8,8,8,8,8,8,14501,13572,2735,12170,10837,2813,1619,11.9,1610,13.2,1590,14.7,1064,37.8
04/05/2023,54023,14,Grant County,WV,97.1,5931,51.3,5920,54.2,5839,57.9,5660,60.7,2157,74.4,5421,46.9,5414,49.6,232,14.5,5342,52.9,5182,55.6,2007,69.2,2664,49.1,2664,49.2,2650,49.6,2621,50.6,2100,59.7,1381,68.8,726,34.6,552,40,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,7,7,8,7,7,7,8,7,11568,10924,1600,10089,9324,2901,700,6.4,693,6.9,690,7.4,466,16.1
04/05/2023,48399,14,Runnels County,TX,98.9,5082,49.5,5074,52.5,5002,57,4779,60.6,1793,83.3,4562,44.4,4559,47.2,239,13.4,4511,51.4,4320,54.8,1657,77,1744,38.2,1744,38.3,1742,38.6,1728,40,1454,49.9,1001,60.4,474,32.6,357,35.7,C,9,9,9,10,10,11,Non-metro,5,5,5,6,6,7,10,10,11,10,6,6,7,6,10264,9668,1783,8771,7885,2153,472,4.9,472,5.4,462,5.9,296,13.7
04/05/2023,53075,14,Whitman County,WA,96,31203,62.3,30887,64.3,29743,65.9,28115,66,5608,95,25326,50.5,25126,52.3,2508,46.1,24054,53.3,22618,53.1,4796,89.3,14305,56.5,14301,56.9,13991,58.2,13319,58.9,6727,73.1,3812,79.5,4000,59.5,2526,66.3,C,10,10,11,10,10,12,Non-metro,6,6,7,6,6,8,12,12,12,11,8,8,8,7,50104,48027,5440,45116,42587,5372,8017,16.7,7845,17.4,7587,17.8,2741,51
04/05/2023,04015,14,Mohave County,AZ,98.1,112850,53.2,112756,55.5,111433,58.8,108031,61.1,52362,79.4,95167,44.9,95128,46.9,3834,14.6,94088,49.7,91294,51.6,45106,68.4,43994,46.2,43994,46.2,43878,46.6,43322,47.5,37539,54,26924,59.7,16958,45.2,13325,49.5,D,13,13,13,13,14,15,Metro,1,1,1,1,2,3,15,15,15,14,3,3,3,2,212181,203031,26209,189385,176822,65910,19698,9.7,19624,10.4,19493,11,14044,21.3
04/05/2023,05147,14,Woodruff County,AR,92.1,4223,66.8,4216,70.6,4126,76,3900,78.5,1352,91.6,3674,58.1,3674,61.6,260,26,3613,66.6,3414,68.7,1227,83.1,1248,34,1248,34,1241,34.3,1226,35.9,1020,45.7,657,53.5,366,35.9,282,42.9,C,10,10,9,11,11,12,Non-metro,6,6,5,7,7,8,10,10,10,10,6,6,6,6,6320,5968,1000,5426,4968,1476,332,5.6,330,6.1,329,6.6,225,15.2
04/05/2023,42001,14,Adams County,PA,94.9,69301,67.3,69119,70.6,67355,74.8,63881,77.3,21926,95,60458,58.7,60343,61.6,4611,30.1,58791,65.3,55732,67.5,19635,90.4,31998,52.9,31989,53,31704,53.9,30787,55.2,23410,66,14684,74.8,12540,53.6,9104,62,A,2,2,2,3,3,4,Metro,2,2,2,3,3,4,4,4,4,3,4,4,4,3,103009,97947,15335,90043,82612,21730,16640,17,16469,18.3,16145,19.5,9559,44
04/05/2023,18091,14,LaPorte County,IN,98.5,71148,64.7,71000,68.6,69077,73.3,65306,75.4,19902,95,64538,58.7,64489,62.4,4721,28,63022,66.8,59768,69,18746,92.3,32619,50.5,32619,50.6,32437,51.5,31686,53,23327,63.8,13623,72.7,10968,47,7509,55.1,C,10,10,9,11,11,12,Metro,2,2,1,3,3,4,12,12,12,11,4,4,4,3,109888,103429,16850,94284,86579,20303,11741,11.4,11644,12.3,11475,13.3,6817,33.6
04/05/2023,48309,14,McLennan County,TX,98.9,157415,61.3,156957,65.6,151680,70.7,141287,72.9,34890,92.5,136160,53.1,136014,56.9,13026,28.7,131863,61.4,122988,63.5,31127,82.5,53086,39,53079,39,52546,39.8,51501,41.9,35445,56.9,20725,66.6,16680,47.1,11319,54.6,D,14,14,13,14,14,16,Metro,2,2,1,2,2,4,14,14,15,15,2,2,3,3,256623,239136,45425,214682,193711,37728,20594,8.6,20340,9.5,19961,10.3,10644,28.2
04/05/2023,66010,14,Guam,GU,75.5,112751,66.9,,,,,,,,,109307,64.9,109147,71.4,18157,47.5,102979,78.4,90990,79.4,12668,78.9,61855,56.6,61849,56.7,61000,59.2,56550,62.1,28032,78.4,10838,85.6,12066,43,5810,53.6,,,,,,,,,,,,,,,,,,,,,,,168489,152761,38217,131316,114544,16061,13601,8.9,13205,10.1,12400,10.8,3321,20.7
04/05/2023,23009,14,Hancock County,ME,96.2,51077,92.9,50672,95,48944,95,46374,95,16427,95,44552,81,44294,84.2,3920,56.1,42723,87.1,40374,88.5,14177,95,29201,65.5,29177,65.9,28675,67.1,27529,68.2,19916,78.6,11923,84.1,13438,67.5,9182,77,A,4,4,4,4,4,4,Non-metro,8,8,8,8,8,8,4,4,4,4,8,8,8,8,54987,52623,6989,49044,45634,13892,17990,34.2,17649,36,17168,37.6,9758,70.2
04/05/2023,35033,14,Mora County,NM,97,3679,81.4,3671,85.1,3511,87.4,3289,87.9,1256,95,3066,67.8,3063,71,312,54.2,2940,73.2,2751,73.6,1059,81,2005,65.4,2005,65.5,1979,67.3,1884,68.5,1386,73.9,804,75.9,821,59.2,518,64.4,C,11,11,12,11,11,12,Non-metro,7,7,8,7,7,8,12,12,12,11,8,8,8,7,4521,4316,576,4015,3740,1307,1004,23.3,992,24.7,968,25.9,529,40.5
04/05/2023,48049,14,Brown County,TX,98.9,17987,47.5,17967,50.1,17753,54.1,17053,57.4,5853,75.8,15852,41.9,15844,44.1,719,11.6,15690,47.8,15125,50.9,5295,68.6,5843,36.9,5843,36.9,5830,37.2,5781,38.2,4542,47.8,3038,57.4,1672,36.8,1238,40.8,D,13,13,13,13,14,15,Non-metro,5,5,5,5,6,7,14,14,14,14,6,6,6,6,37864,35887,6194,32833,29693,7720,1888,5.3,1882,5.7,1860,6.3,1175,15.2
04/05/2023,13075,14,Cook County,GA,88.8,8540,49.4,8521,52.8,8372,57.8,7877,60.8,2330,80.5,7316,42.4,7311,45.3,494,15.4,7206,49.7,6817,52.7,2104,72.7,2780,38,2780,38,2774,38.5,2727,40,2064,50.8,1224,58.2,721,34.9,497,40.6,D,13,13,13,13,14,15,Non-metro,5,5,5,5,6,7,14,14,15,14,6,6,7,6,17270,16147,3201,14493,12946,2893,835,5.2,835,5.8,819,6.3,492,17
03/29/2023,53039,13,Klickitat County,WA,96,12154,54.2,12113,56.8,11810,60.1,11201,61.7,4341,78.9,11022,49.2,10994,51.6,784,24.7,10744,54.6,10210,56.3,4112,74.8,6216,56.4,6216,56.5,6156,57.3,5960,58.4,4506,65.8,2924,71.1,2494,55.3,1778,60.8,C,9,10,9,10,10,11,Non-metro,5,6,5,6,6,7,12,12,12,11,8,8,8,7,22425,21311,3171,19660,18140,5500,2903,13.6,2876,14.6,2810,15.5,1663,30.2
03/29/2023,06107,13,Tulare County,CA,97.7,293324,62.9,292422,68,279044,74.9,251804,77.7,50342,92.7,261556,56.1,261077,60.7,35854,33.9,249916,67.1,225223,69.5,45731,84.2,124340,47.5,124325,47.6,123104,49.3,117161,52,66014,65.4,33969,74.3,27190,41.2,17067,50.2,D,14,14,14,15,15,16,Metro,2,2,2,3,3,4,15,15,16,15,3,3,4,3,466195,429810,105721,372402,324089,54291,35834,8.3,35351,9.5,34197,10.6,15402,28.4
03/29/2023,18091,13,LaPorte County,IN,98.5,71134,64.7,70987,68.6,69064,73.3,65293,75.4,19896,95,64520,58.7,64472,62.3,4720,28,63005,66.8,59752,69,18740,92.3,32599,50.5,32599,50.6,32417,51.5,31668,53,23316,63.8,13619,72.7,10952,47,7500,55.1,C,10,10,9,11,11,12,Metro,2,2,1,3,3,4,12,12,12,11,4,4,4,3,109888,103429,16850,94284,86579,20303,11677,11.3,11583,12.3,11417,13.2,6785,33.4
03/29/2023,48049,13,Brown County,TX,98.9,17988,47.5,17969,50.1,17755,54.1,17055,57.4,5852,75.8,15855,41.9,15847,44.2,718,11.6,15694,47.8,15129,51,5295,68.6,5843,36.9,5843,36.9,5830,37.1,5781,38.2,4542,47.8,3037,57.4,1670,36.8,1238,40.8,D,13,13,13,13,14,15,Non-metro,5,5,5,5,6,7,14,14,14,14,6,6,6,6,37864,35887,6194,32833,29693,7720,1880,5.2,1874,5.7,1852,6.2,1169,15.1
03/29/2023,28121,13,Rankin County,MS,98.1,91581,59,91401,62.4,89065,67.1,83372,69.5,21725,89.3,81865,52.7,81803,55.8,6824,25.7,79835,60.2,74979,62.5,20302,83.5,35595,43.5,35595,43.5,35336,44.3,34366,45.8,24148,59.7,14198,69.9,10314,42.7,7021,49.5,B,6,6,5,6,6,8,Metro,2,2,1,2,2,4,7,7,7,7,3,3,3,3,155271,146473,26599,132636,119874,24326,11243,7.7,11150,8.4,10935,9.1,6068,24.9
03/29/2023,51137,13,Orange County,VA,78.1,19338,52.2,19236,55.1,18904,59.3,17900,61.1,6581,86.2,16531,44.6,16492,47.3,1108,19.8,16205,50.9,15384,52.5,5597,73.3,2516,15.2,2515,15.2,2470,15.2,2308,15,1776,17.7,1083,19.3,1185,66.7,849,78.4,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,5,5,5,5,5,5,5,5,37051,34884,5603,31858,29281,7631,1698,4.9,1689,5.3,1611,5.5,937,12.3
03/29/2023,18155,13,Switzerland County,IN,98.5,3814,35.5,3809,37.7,3766,41.7,3634,44.8,1305,69.8,3478,32.4,3476,34.4,152,7.6,3440,38.1,3324,41,1247,66.7,1726,49.6,1726,49.7,1718,49.9,1691,50.9,1387,59.9,893,71.6,613,44.2,454,50.8,C,9,9,9,9,9,11,Non-metro,5,5,5,5,5,7,11,11,12,11,7,7,8,7,10751,10110,2007,9021,8103,1870,612,6.1,610,6.8,604,7.5,389,20.8
03/29/2023,19193,13,Woodbury County,IA,97.3,68557,66.5,68284,71.2,66348,77.6,61448,80.4,15957,95,61074,59.2,60972,63.6,5986,30.7,59289,69.3,54986,72,14620,92.2,28312,46.4,28312,46.4,28036,47.3,27042,49.2,18814,64.6,10697,73.2,9876,52.5,6597,61.7,C,10,10,10,11,11,12,Metro,2,2,2,3,3,4,11,11,11,11,3,3,3,3,103107,95901,19500,85511,76401,15857,13511,14.1,13343,15.6,12989,17,6669,42.1
03/29/2023,18023,13,Clinton County,IN,98.5,18085,55.8,18020,59.8,17485,65,16332,68.2,5037,92.6,16446,50.8,16424,54.5,1430,23,15995,59.5,14994,62.6,4792,88.1,7776,47.3,7776,47.3,7722,48.3,7491,50,5539,61.9,3440,71.8,2480,44.8,1826,53.1,C,10,10,9,10,10,12,Non-metro,6,6,5,6,6,8,11,11,12,11,7,7,8,7,32399,30155,6207,26904,23948,5440,2729,9,2703,10,2656,11.1,1678,30.8
03/29/2023,48427,13,Starr County,TX,98.9,86571,95,86230,95,66683,95,53955,95,8974,95,66459,95,66419,95,25192,95,51483,95,41227,94.7,7364,95,19815,29.8,19815,29.8,19338,37.6,18300,44.4,10388,59.8,4892,66.4,3949,38,2137,43.7,D,16,16,16,16,16,16,Non-metro,8,8,8,8,8,8,13,14,15,15,5,6,7,7,64633,58541,15004,50136,43537,7370,5374,9.2,5263,10.5,5040,11.6,1815,24.6
03/29/2023,45091,13,York County,SC,93,187105,66.6,185991,70.3,176967,74.7,162814,76.3,41208,95,149934,53.4,149472,56.5,18592,36.5,142337,60.1,130880,61.3,34448,83.2,65210,43.5,65204,43.6,64130,45.1,61217,46.8,42066,58.8,23617,68.6,19431,46.2,12515,53,B,6,6,6,6,6,8,Metro,2,2,2,2,2,4,7,7,7,7,3,3,3,3,280979,264437,50974,236975,213463,41402,34944,13.2,34245,14.5,32985,15.5,16417,39.7
